id_ev,tipo_ev,nombre_ev,prod_as_ev,fecha_ev,loc_ev,estado,id_cli,fecha_nac,sexo,prov,importe_activos_0,importe_activos_1
881,16,Estrategias para acumular fondos,Seguro de Ahorro Educativo,06/07/2018,barcelona,Invitacion enviada,302964,16/10/1945,Hombre,ZGZ,544787.5800,649571.8400
881,16,Estrategias para acumular fondos,Seguro de Ahorro Educativo,06/07/2018,barcelona,Invitacion aceptada,447318,11/07/1980,Hombre,Sevilla,984945.1900,1190208.0400
881,16,Estrategias para acumular fondos,Seguro de Ahorro Educativo,06/07/2018,barcelona,Asistido,433159,05/11/1992,Hombre,Barcelona,586288.4900,704163.9200
881,16,Estrategias para acumular fondos,Seguro de Ahorro Educativo,06/07/2018,barcelona,Invitacion aceptada,483751,23/11/2005,Mujer,Málaga,260476.9900,376240.4200
881,16,Estrategias para acumular fondos,Seguro de Ahorro Educativo,06/07/2018,barcelona,Invitacion enviada,420194,18/01/1956,H,MAD,766162.5800,1321718.8300
881,16,Estrategias para acumular fondos,Seguro de Ahorro Educativo,06/07/2018,barcelona,Asistido,399288,24/04/1977,M,MAD,854308.1300,1278369.1100
881,16,Estrategias para acumular fondos,Seguro de Ahorro Educativo,06/07/2018,barcelona,Asistido,575491,14/11/1959,H,Barcelona,608304.4200,732761.4600
881,16,Estrategias para acumular fondos,Seguro de Ahorro Educativo,06/07/2018,barcelona,Asistido,441601,19/04/1951,Hombre,madrid,334508.2400,531307.1400
881,16,Estrategias para acumular fondos,Seguro de Ahorro Educativo,06/07/2018,barcelona,Invitacion enviada,379797,30/03/1940,Mujer,sevilla,943485.5900,1654673.8600
881,16,Estrategias para acumular fondos,Seguro de Ahorro Educativo,06/07/2018,barcelona,Asistido,444535,01/12/1967,Mujer,Bilbao,884833.3500,1146828.3000
881,16,Estrategias para acumular fondos,Seguro de Ahorro Educativo,06/07/2018,barcelona,Invitacion aceptada,323686,25/08/1951,Mujer,zaragoza,510107.7100,999851.3900
881,16,Estrategias para acumular fondos,Seguro de Ahorro Educativo,06/07/2018,barcelona,Asistido,544960,06/08/1981,Hombre,Barcelona,365993.2700,322353.7300
881,16,Estrategias para acumular fondos,Seguro de Ahorro Educativo,06/07/2018,barcelona,Asistido,459492,30/11/1958,Hombre,zaragoza,651949.2900,1000722.3400
881,16,Estrategias para acumular fondos,Seguro de Ahorro Educativo,06/07/2018,barcelona,Invitacion aceptada,515616,12/11/1958,H,Valencia,749899.1200,688268.4900
881,16,Estrategias para acumular fondos,Seguro de Ahorro Educativo,06/07/2018,barcelona,Invitacion aceptada,442757,09/06/1988,M,VLC,494328.5300,830044.3700
881,16,Estrategias para acumular fondos,Seguro de Ahorro Educativo,06/07/2018,barcelona,Invitacion enviada,500305,25/12/1998,H,Málaga,321425.5500,443334.6500
881,16,Estrategias para acumular fondos,Seguro de Ahorro Educativo,06/07/2018,barcelona,Invitacion enviada,474495,25/12/1990,H,Málaga,514179.7900,525419.1100
881,16,Estrategias para acumular fondos,Seguro de Ahorro Educativo,06/07/2018,barcelona,Asistido,571593,26/02/1957,M,madrid,522171.1200,1036768.7200
881,16,Estrategias para acumular fondos,Seguro de Ahorro Educativo,06/07/2018,barcelona,Asistido,317325,27/07/1999,Hombre,Madrid,335533.1300,479858.1200
881,16,Estrategias para acumular fondos,Seguro de Ahorro Educativo,06/07/2018,barcelona,Asistido,568086,28/10/1992,Mujer,sevilla,179558.3500,278797.6400
881,16,Estrategias para acumular fondos,Seguro de Ahorro Educativo,06/07/2018,barcelona,Invitacion aceptada,379224,30/09/1997,Hombre,bilbao,403144.8200,367885.6400
881,16,Estrategias para acumular fondos,Seguro de Ahorro Educativo,06/07/2018,barcelona,Invitacion enviada,340092,22/09/1951,H,bilbao,992558.0700,1426961.5100
881,16,Estrategias para acumular fondos,Seguro de Ahorro Educativo,06/07/2018,barcelona,Asistido,354530,19/08/1990,Mujer,Bilbao,600327.8300,1034739.9600
881,16,Estrategias para acumular fondos,Seguro de Ahorro Educativo,06/07/2018,barcelona,Invitacion enviada,398014,20/08/1992,H,ZGZ,228897.1100,322276.5100
881,16,Estrategias para acumular fondos,Seguro de Ahorro Educativo,06/07/2018,barcelona,Asistido,519337,20/06/1942,M,Barcelona,214119.4400,350235.3400
881,16,Estrategias para acumular fondos,Seguro de Ahorro Educativo,06/07/2018,barcelona,Invitacion aceptada,378958,21/05/1946,Mujer,Madrid,655951.7000,641108.0300
881,16,Estrategias para acumular fondos,Seguro de Ahorro Educativo,06/07/2018,barcelona,Invitacion aceptada,354704,25/04/1999,Hombre,Valencia,281509.3700,512658.6000
881,16,Estrategias para acumular fondos,Seguro de Ahorro Educativo,06/07/2018,barcelona,Invitacion aceptada,418052,24/08/1955,M,sevilla,226051.0400,286067.3600
881,16,Estrategias para acumular fondos,Seguro de Ahorro Educativo,06/07/2018,barcelona,Invitacion aceptada,473226,02/01/1991,H,Málaga,114287.1300,129266.4100
881,16,Estrategias para acumular fondos,Seguro de Ahorro Educativo,06/07/2018,barcelona,Asistido,589562,23/09/1944,Mujer,MLG,169636.5300,293434.8300
881,16,Estrategias para acumular fondos,Seguro de Ahorro Educativo,06/07/2018,barcelona,Invitacion aceptada,503181,21/02/1963,Mujer,SEV,973514.3800,1580599.7600
881,16,Estrategias para acumular fondos,Seguro de Ahorro Educativo,06/07/2018,barcelona,Invitacion aceptada,590881,22/04/1964,M,Zaragoza,188771.4000,161484.9200
881,16,Estrategias para acumular fondos,Seguro de Ahorro Educativo,06/07/2018,barcelona,Invitacion enviada,439478,17/05/1930,M,Sevilla,271847.7300,462336.6000
881,16,Estrategias para acumular fondos,Seguro de Ahorro Educativo,06/07/2018,barcelona,Invitacion enviada,576923,22/04/1983,M,barcelona,130921.6300,222427.7800
881,16,Estrategias para acumular fondos,Seguro de Ahorro Educativo,06/07/2018,barcelona,Asistido,536637,25/11/1982,H,MLG,645870.7200,997421.5700
881,16,Estrategias para acumular fondos,Seguro de Ahorro Educativo,06/07/2018,barcelona,Asistido,421122,21/09/1966,M,MAD,477243.5700,569261.2300
881,16,Estrategias para acumular fondos,Seguro de Ahorro Educativo,06/07/2018,barcelona,Invitacion aceptada,553677,28/07/1940,Hombre,valencia,59663.8100,108899.4900
881,16,Estrategias para acumular fondos,Seguro de Ahorro Educativo,06/07/2018,barcelona,Invitacion aceptada,507454,10/03/1938,Mujer,BIL,469635.3600,747192.3100
881,16,Estrategias para acumular fondos,Seguro de Ahorro Educativo,06/07/2018,barcelona,Asistido,413269,30/05/1938,M,sevilla,720943.8700,998509.9800
881,16,Estrategias para acumular fondos,Seguro de Ahorro Educativo,06/07/2018,barcelona,Asistido,333446,06/09/1958,Hombre,malaga,424928.5000,790943.8100
881,16,Estrategias para acumular fondos,Seguro de Ahorro Educativo,06/07/2018,barcelona,Asistido,380709,17/12/1999,H,Barcelona,446918.8400,478807.3400
881,16,Estrategias para acumular fondos,Seguro de Ahorro Educativo,06/07/2018,barcelona,Asistido,577524,21/06/1970,H,BIL,126474.9500,158211.8300
881,16,Estrategias para acumular fondos,Seguro de Ahorro Educativo,06/07/2018,barcelona,Invitacion aceptada,556356,10/02/1999,M,bilbao,489061.0400,846324.7500
881,16,Estrategias para acumular fondos,Seguro de Ahorro Educativo,06/07/2018,barcelona,Asistido,313434,07/03/1992,Mujer,BIL,550929.9900,609982.1100
881,16,Estrategias para acumular fondos,Seguro de Ahorro Educativo,06/07/2018,barcelona,Invitacion enviada,418320,27/01/1967,M,Barcelona,553197.8200,815251.8500
881,16,Estrategias para acumular fondos,Seguro de Ahorro Educativo,06/07/2018,barcelona,Asistido,381614,22/02/1940,Hombre,MLG,527780.5000,1011117.4500
881,16,Estrategias para acumular fondos,Seguro de Ahorro Educativo,06/07/2018,barcelona,Invitacion aceptada,459355,25/11/1955,Mujer,bilbao,281443.1400,271212.9200
881,16,Estrategias para acumular fondos,Seguro de Ahorro Educativo,06/07/2018,barcelona,Asistido,318915,24/05/1980,Hombre,Barcelona,72952.1000,125716.2500
881,16,Estrategias para acumular fondos,Seguro de Ahorro Educativo,06/07/2018,barcelona,Invitacion enviada,445784,27/08/1991,M,ZGZ,533858.3600,971239.7600
881,16,Estrategias para acumular fondos,Seguro de Ahorro Educativo,06/07/2018,barcelona,Invitacion enviada,323390,12/03/1957,H,barcelona,569329.6900,1035003.4700
881,16,Estrategias para acumular fondos,Seguro de Ahorro Educativo,06/07/2018,barcelona,Invitacion aceptada,527219,19/12/1932,Mujer,malaga,712655.3200,886305.0700
881,16,Estrategias para acumular fondos,Seguro de Ahorro Educativo,06/07/2018,barcelona,Invitacion aceptada,485266,13/09/1949,H,zaragoza,999361.4200,983421.7100
881,16,Estrategias para acumular fondos,Seguro de Ahorro Educativo,06/07/2018,barcelona,Invitacion aceptada,319172,25/02/1946,Hombre,Sevilla,982605.2300,1400252.8400
881,16,Estrategias para acumular fondos,Seguro de Ahorro Educativo,06/07/2018,barcelona,Invitacion aceptada,450361,06/07/2003,Mujer,zaragoza,969925.4700,900074.0400
881,16,Estrategias para acumular fondos,Seguro de Ahorro Educativo,06/07/2018,barcelona,Invitacion enviada,331159,27/11/1987,Mujer,MLG,124873.0200,243375.7700
881,16,Estrategias para acumular fondos,Seguro de Ahorro Educativo,06/07/2018,barcelona,Invitacion enviada,501380,15/04/1993,H,Valencia,931358.0400,1366513.2700
881,16,Estrategias para acumular fondos,Seguro de Ahorro Educativo,06/07/2018,barcelona,Invitacion aceptada,382582,12/08/1944,M,Barcelona,918525.9200,921465.9100
881,16,Estrategias para acumular fondos,Seguro de Ahorro Educativo,06/07/2018,barcelona,Asistido,461443,12/12/1960,M,Zaragoza,84465.7900,144048.7400
881,16,Estrategias para acumular fondos,Seguro de Ahorro Educativo,06/07/2018,barcelona,Asistido,396239,11/06/1948,M,Valencia,606048.7900,934730.7100
881,16,Estrategias para acumular fondos,Seguro de Ahorro Educativo,06/07/2018,barcelona,Asistido,537832,16/09/1936,M,MAD,719486.2400,726799.4700
881,16,Estrategias para acumular fondos,Seguro de Ahorro Educativo,06/07/2018,barcelona,Asistido,532047,23/10/1949,H,zaragoza,284305.6500,553164.6100
881,16,Estrategias para acumular fondos,Seguro de Ahorro Educativo,06/07/2018,barcelona,Invitacion aceptada,305762,14/09/1956,M,malaga,883966.4800,1184389.8800
881,16,Estrategias para acumular fondos,Seguro de Ahorro Educativo,06/07/2018,barcelona,Invitacion enviada,349324,04/12/1932,Hombre,Barcelona,403847.9200,700728.7500
881,16,Estrategias para acumular fondos,Seguro de Ahorro Educativo,06/07/2018,barcelona,Invitacion enviada,430919,30/01/1932,M,MAD,169616.5700,262326.1100
881,16,Estrategias para acumular fondos,Seguro de Ahorro Educativo,06/07/2018,barcelona,Asistido,444363,24/09/1986,Hombre,VLC,98221.1700,115344.2100
881,16,Estrategias para acumular fondos,Seguro de Ahorro Educativo,06/07/2018,barcelona,Invitacion enviada,580800,25/12/1968,Mujer,Valencia,333900.2900,644998.4900
881,16,Estrategias para acumular fondos,Seguro de Ahorro Educativo,06/07/2018,barcelona,Asistido,423939,02/03/1969,M,Valencia,480021.6600,809249.4400
881,16,Estrategias para acumular fondos,Seguro de Ahorro Educativo,06/07/2018,barcelona,Invitacion aceptada,367627,12/03/1952,M,sevilla,436424.6800,427863.5300
881,16,Estrategias para acumular fondos,Seguro de Ahorro Educativo,06/07/2018,barcelona,Invitacion aceptada,356047,07/05/1935,Mujer,BIL,851269.8100,1101799.0600
881,16,Estrategias para acumular fondos,Seguro de Ahorro Educativo,06/07/2018,barcelona,Asistido,511825,04/01/1970,Hombre,barcelona,990629.6300,1620800.8100
881,16,Estrategias para acumular fondos,Seguro de Ahorro Educativo,06/07/2018,barcelona,Invitacion aceptada,592248,22/04/1950,Mujer,Barcelona,400403.2500,464213.2600
881,16,Estrategias para acumular fondos,Seguro de Ahorro Educativo,06/07/2018,barcelona,Invitacion aceptada,558642,19/06/1962,Hombre,sevilla,481691.8900,648613.7900
881,16,Estrategias para acumular fondos,Seguro de Ahorro Educativo,06/07/2018,barcelona,Invitacion aceptada,307172,07/11/1995,Hombre,Zaragoza,364894.9600,550782.3200
881,16,Estrategias para acumular fondos,Seguro de Ahorro Educativo,06/07/2018,barcelona,Asistido,429407,16/04/1994,Mujer,Sevilla,569499.0900,637194.6300
881,16,Estrategias para acumular fondos,Seguro de Ahorro Educativo,06/07/2018,barcelona,Asistido,301772,28/10/1963,Mujer,zaragoza,612741.4600,1176898.8100
881,16,Estrategias para acumular fondos,Seguro de Ahorro Educativo,06/07/2018,barcelona,Asistido,511839,16/04/1990,Mujer,BIL,713183.2000,1247359.3900
881,16,Estrategias para acumular fondos,Seguro de Ahorro Educativo,06/07/2018,barcelona,Asistido,458164,08/04/1949,Hombre,Barcelona,475241.2000,858531.8000
881,16,Estrategias para acumular fondos,Seguro de Ahorro Educativo,06/07/2018,barcelona,Invitacion enviada,446685,13/08/2000,Hombre,BIL,658576.0200,561603.6800
881,16,Estrategias para acumular fondos,Seguro de Ahorro Educativo,06/07/2018,barcelona,Asistido,424609,16/03/1965,M,Málaga,733676.2700,865064.0600
685,10,Bienestar en cuerpo y mente,Plan de Ahorro Plus,26/02/2016,SEV,Invitacion aceptada,400237,21/10/1971,Hombre,BIL,104623.0000,185796.1300
685,10,Bienestar en cuerpo y mente,Plan de Ahorro Plus,26/02/2016,SEV,Invitacion enviada,386736,25/05/1957,M,MAD,73324.9200,75298.1800
685,10,Bienestar en cuerpo y mente,Plan de Ahorro Plus,26/02/2016,SEV,Asistido,521788,01/10/1932,Hombre,ZGZ,453724.0400,656572.0900
685,10,Bienestar en cuerpo y mente,Plan de Ahorro Plus,26/02/2016,SEV,Invitacion aceptada,599779,15/11/1997,M,BCN,629294.8800,701807.0200
685,10,Bienestar en cuerpo y mente,Plan de Ahorro Plus,26/02/2016,SEV,Asistido,519305,19/06/1945,H,Málaga,709428.7900,1356012.8600
685,10,Bienestar en cuerpo y mente,Plan de Ahorro Plus,26/02/2016,SEV,Invitacion enviada,320505,07/04/1972,Hombre,BCN,140388.2400,155426.9000
685,10,Bienestar en cuerpo y mente,Plan de Ahorro Plus,26/02/2016,SEV,Invitacion aceptada,385018,04/10/1978,Mujer,madrid,578454.5700,694833.9900
685,10,Bienestar en cuerpo y mente,Plan de Ahorro Plus,26/02/2016,SEV,Invitacion aceptada,573461,04/08/1934,Mujer,SEV,747875.5900,1183797.8100
685,10,Bienestar en cuerpo y mente,Plan de Ahorro Plus,26/02/2016,SEV,Invitacion aceptada,538794,09/09/1930,M,sevilla,407004.8800,369895.0000
685,10,Bienestar en cuerpo y mente,Plan de Ahorro Plus,26/02/2016,SEV,Invitacion enviada,515959,13/07/1986,H,ZGZ,199682.7600,369432.6300
685,10,Bienestar en cuerpo y mente,Plan de Ahorro Plus,26/02/2016,SEV,Asistido,536635,03/11/1992,H,zaragoza,740292.9000,1316096.9100
685,10,Bienestar en cuerpo y mente,Plan de Ahorro Plus,26/02/2016,SEV,Asistido,518752,05/05/1947,Hombre,Bilbao,655571.2000,1270026.0300
685,10,Bienestar en cuerpo y mente,Plan de Ahorro Plus,26/02/2016,SEV,Invitacion enviada,500397,21/04/2005,Hombre,sevilla,935904.1300,1023621.5000
685,10,Bienestar en cuerpo y mente,Plan de Ahorro Plus,26/02/2016,SEV,Asistido,328310,14/09/1950,H,bilbao,192519.8600,235013.0300
685,10,Bienestar en cuerpo y mente,Plan de Ahorro Plus,26/02/2016,SEV,Asistido,513566,07/06/1947,H,sevilla,396296.4000,498852.7200
685,10,Bienestar en cuerpo y mente,Plan de Ahorro Plus,26/02/2016,SEV,Invitacion aceptada,302964,16/10/1945,Hombre,ZGZ,544787.5800,649571.8400
685,10,Bienestar en cuerpo y mente,Plan de Ahorro Plus,26/02/2016,SEV,Asistido,447318,11/07/1980,Hombre,Sevilla,984945.1900,1190208.0400
685,10,Bienestar en cuerpo y mente,Plan de Ahorro Plus,26/02/2016,SEV,Invitacion enviada,433159,05/11/1992,Hombre,Barcelona,586288.4900,704163.9200
685,10,Bienestar en cuerpo y mente,Plan de Ahorro Plus,26/02/2016,SEV,Asistido,483751,23/11/2005,Mujer,Málaga,260476.9900,376240.4200
685,10,Bienestar en cuerpo y mente,Plan de Ahorro Plus,26/02/2016,SEV,Invitacion aceptada,420194,18/01/1956,H,MAD,766162.5800,1321718.8300
685,10,Bienestar en cuerpo y mente,Plan de Ahorro Plus,26/02/2016,SEV,Invitacion enviada,399288,24/04/1977,M,MAD,854308.1300,1278369.1100
685,10,Bienestar en cuerpo y mente,Plan de Ahorro Plus,26/02/2016,SEV,Invitacion aceptada,575491,14/11/1959,H,Barcelona,608304.4200,732761.4600
685,10,Bienestar en cuerpo y mente,Plan de Ahorro Plus,26/02/2016,SEV,Invitacion enviada,441601,19/04/1951,Hombre,madrid,334508.2400,531307.1400
685,10,Bienestar en cuerpo y mente,Plan de Ahorro Plus,26/02/2016,SEV,Invitacion aceptada,379797,30/03/1940,Mujer,sevilla,943485.5900,1654673.8600
685,10,Bienestar en cuerpo y mente,Plan de Ahorro Plus,26/02/2016,SEV,Invitacion aceptada,444535,01/12/1967,Mujer,Bilbao,884833.3500,1146828.3000
685,10,Bienestar en cuerpo y mente,Plan de Ahorro Plus,26/02/2016,SEV,Invitacion enviada,323686,25/08/1951,Mujer,zaragoza,510107.7100,999851.3900
685,10,Bienestar en cuerpo y mente,Plan de Ahorro Plus,26/02/2016,SEV,Invitacion aceptada,544960,06/08/1981,Hombre,Barcelona,365993.2700,322353.7300
685,10,Bienestar en cuerpo y mente,Plan de Ahorro Plus,26/02/2016,SEV,Asistido,459492,30/11/1958,Hombre,zaragoza,651949.2900,1000722.3400
685,10,Bienestar en cuerpo y mente,Plan de Ahorro Plus,26/02/2016,SEV,Invitacion enviada,515616,12/11/1958,H,Valencia,749899.1200,688268.4900
685,10,Bienestar en cuerpo y mente,Plan de Ahorro Plus,26/02/2016,SEV,Invitacion aceptada,442757,09/06/1988,M,VLC,494328.5300,830044.3700
685,10,Bienestar en cuerpo y mente,Plan de Ahorro Plus,26/02/2016,SEV,Invitacion enviada,500305,25/12/1998,H,Málaga,321425.5500,443334.6500
685,10,Bienestar en cuerpo y mente,Plan de Ahorro Plus,26/02/2016,SEV,Invitacion enviada,474495,25/12/1990,H,Málaga,514179.7900,525419.1100
685,10,Bienestar en cuerpo y mente,Plan de Ahorro Plus,26/02/2016,SEV,Invitacion aceptada,571593,26/02/1957,M,madrid,522171.1200,1036768.7200
685,10,Bienestar en cuerpo y mente,Plan de Ahorro Plus,26/02/2016,SEV,Asistido,317325,27/07/1999,Hombre,Madrid,335533.1300,479858.1200
685,10,Bienestar en cuerpo y mente,Plan de Ahorro Plus,26/02/2016,SEV,Invitacion aceptada,568086,28/10/1992,Mujer,sevilla,179558.3500,278797.6400
685,10,Bienestar en cuerpo y mente,Plan de Ahorro Plus,26/02/2016,SEV,Invitacion enviada,379224,30/09/1997,Hombre,bilbao,403144.8200,367885.6400
685,10,Bienestar en cuerpo y mente,Plan de Ahorro Plus,26/02/2016,SEV,Invitacion enviada,340092,22/09/1951,H,bilbao,992558.0700,1426961.5100
685,10,Bienestar en cuerpo y mente,Plan de Ahorro Plus,26/02/2016,SEV,Invitacion enviada,354530,19/08/1990,Mujer,Bilbao,600327.8300,1034739.9600
685,10,Bienestar en cuerpo y mente,Plan de Ahorro Plus,26/02/2016,SEV,Asistido,398014,20/08/1992,H,ZGZ,228897.1100,322276.5100
685,10,Bienestar en cuerpo y mente,Plan de Ahorro Plus,26/02/2016,SEV,Invitacion enviada,519337,20/06/1942,M,Barcelona,214119.4400,350235.3400
685,10,Bienestar en cuerpo y mente,Plan de Ahorro Plus,26/02/2016,SEV,Invitacion aceptada,378958,21/05/1946,Mujer,Madrid,655951.7000,641108.0300
685,10,Bienestar en cuerpo y mente,Plan de Ahorro Plus,26/02/2016,SEV,Invitacion enviada,354704,25/04/1999,Hombre,Valencia,281509.3700,512658.6000
685,10,Bienestar en cuerpo y mente,Plan de Ahorro Plus,26/02/2016,SEV,Invitacion enviada,418052,24/08/1955,M,sevilla,226051.0400,286067.3600
685,10,Bienestar en cuerpo y mente,Plan de Ahorro Plus,26/02/2016,SEV,Invitacion aceptada,473226,02/01/1991,H,Málaga,114287.1300,129266.4100
685,10,Bienestar en cuerpo y mente,Plan de Ahorro Plus,26/02/2016,SEV,Invitacion aceptada,589562,23/09/1944,Mujer,MLG,169636.5300,293434.8300
685,10,Bienestar en cuerpo y mente,Plan de Ahorro Plus,26/02/2016,SEV,Asistido,503181,21/02/1963,Mujer,SEV,973514.3800,1580599.7600
685,10,Bienestar en cuerpo y mente,Plan de Ahorro Plus,26/02/2016,SEV,Invitacion aceptada,590881,22/04/1964,M,Zaragoza,188771.4000,161484.9200
685,10,Bienestar en cuerpo y mente,Plan de Ahorro Plus,26/02/2016,SEV,Asistido,439478,17/05/1930,M,Sevilla,271847.7300,462336.6000
685,10,Bienestar en cuerpo y mente,Plan de Ahorro Plus,26/02/2016,SEV,Invitacion enviada,576923,22/04/1983,M,barcelona,130921.6300,222427.7800
685,10,Bienestar en cuerpo y mente,Plan de Ahorro Plus,26/02/2016,SEV,Invitacion aceptada,536637,25/11/1982,H,MLG,645870.7200,997421.5700
685,10,Bienestar en cuerpo y mente,Plan de Ahorro Plus,26/02/2016,SEV,Asistido,421122,21/09/1966,M,MAD,477243.5700,569261.2300
685,10,Bienestar en cuerpo y mente,Plan de Ahorro Plus,26/02/2016,SEV,Asistido,553677,28/07/1940,Hombre,valencia,59663.8100,108899.4900
685,10,Bienestar en cuerpo y mente,Plan de Ahorro Plus,26/02/2016,SEV,Asistido,507454,10/03/1938,Mujer,BIL,469635.3600,747192.3100
685,10,Bienestar en cuerpo y mente,Plan de Ahorro Plus,26/02/2016,SEV,Asistido,413269,30/05/1938,M,sevilla,720943.8700,998509.9800
685,10,Bienestar en cuerpo y mente,Plan de Ahorro Plus,26/02/2016,SEV,Invitacion aceptada,333446,06/09/1958,Hombre,malaga,424928.5000,790943.8100
685,10,Bienestar en cuerpo y mente,Plan de Ahorro Plus,26/02/2016,SEV,Asistido,380709,17/12/1999,H,Barcelona,446918.8400,478807.3400
685,10,Bienestar en cuerpo y mente,Plan de Ahorro Plus,26/02/2016,SEV,Asistido,577524,21/06/1970,H,BIL,126474.9500,158211.8300
685,10,Bienestar en cuerpo y mente,Plan de Ahorro Plus,26/02/2016,SEV,Invitacion enviada,556356,10/02/1999,M,bilbao,489061.0400,846324.7500
685,10,Bienestar en cuerpo y mente,Plan de Ahorro Plus,26/02/2016,SEV,Invitacion enviada,313434,07/03/1992,Mujer,BIL,550929.9900,609982.1100
685,10,Bienestar en cuerpo y mente,Plan de Ahorro Plus,26/02/2016,SEV,Invitacion enviada,418320,27/01/1967,M,Barcelona,553197.8200,815251.8500
685,10,Bienestar en cuerpo y mente,Plan de Ahorro Plus,26/02/2016,SEV,Asistido,381614,22/02/1940,Hombre,MLG,527780.5000,1011117.4500
685,10,Bienestar en cuerpo y mente,Plan de Ahorro Plus,26/02/2016,SEV,Invitacion aceptada,459355,25/11/1955,Mujer,bilbao,281443.1400,271212.9200
685,10,Bienestar en cuerpo y mente,Plan de Ahorro Plus,26/02/2016,SEV,Invitacion enviada,318915,24/05/1980,Hombre,Barcelona,72952.1000,125716.2500
685,10,Bienestar en cuerpo y mente,Plan de Ahorro Plus,26/02/2016,SEV,Invitacion aceptada,445784,27/08/1991,M,ZGZ,533858.3600,971239.7600
685,10,Bienestar en cuerpo y mente,Plan de Ahorro Plus,26/02/2016,SEV,Invitacion aceptada,323390,12/03/1957,H,barcelona,569329.6900,1035003.4700
685,10,Bienestar en cuerpo y mente,Plan de Ahorro Plus,26/02/2016,SEV,Invitacion enviada,527219,19/12/1932,Mujer,malaga,712655.3200,886305.0700
685,10,Bienestar en cuerpo y mente,Plan de Ahorro Plus,26/02/2016,SEV,Invitacion enviada,485266,13/09/1949,H,zaragoza,999361.4200,983421.7100
1193,14,Gestión Activa vs. Pasiva,ProgramaMelodía Rewards,23/08/2023,Madrid,Asistido,400237,21/10/1971,Hombre,BIL,104623.0000,185796.1300
1193,14,Gestión Activa vs. Pasiva,ProgramaMelodía Rewards,23/08/2023,Madrid,Invitacion aceptada,386736,25/05/1957,M,MAD,73324.9200,75298.1800
1193,14,Gestión Activa vs. Pasiva,ProgramaMelodía Rewards,23/08/2023,Madrid,Asistido,521788,01/10/1932,Hombre,ZGZ,453724.0400,656572.0900
1193,14,Gestión Activa vs. Pasiva,ProgramaMelodía Rewards,23/08/2023,Madrid,Invitacion aceptada,599779,15/11/1997,M,BCN,629294.8800,701807.0200
1193,14,Gestión Activa vs. Pasiva,ProgramaMelodía Rewards,23/08/2023,Madrid,Invitacion aceptada,519305,19/06/1945,H,Málaga,709428.7900,1356012.8600
1193,14,Gestión Activa vs. Pasiva,ProgramaMelodía Rewards,23/08/2023,Madrid,Invitacion enviada,320505,07/04/1972,Hombre,BCN,140388.2400,155426.9000
